id,fund_id,manager_ar,manager_en,name_en,name_ar,short_name_ar,short_name_en,objective,category_ar,category_en,goals_ar,goals_en,sharia_compliant,logo,compare_index_ar,compare_index_en,inception_date,inception_price,currency,investment_percent,profit,risk,duration,index,ratio,aum,valuation_date,valuation_days_ar,valuation_days_en,announcement_days_ar,announcement_days_en,nav_per_unit,show,created_at,updated_at,minimum_subscription
"269","006020","شركة الأول للاستثمار","SAB Invest","SAB Invest Saudi Financial Institutions Equity Fund","صندوق الأول للاستثمار لأسھم المؤسسات المالیة السعودیة","أسهم المؤسسات المالية","FIF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","HSBC.png","","","2004-10-01","11.0648","SAR","0","-2.36","3","",\N,\N,"104003544.25","2023-05-24","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","32.7719","1",\N,"2023-05-28 04:05:05","5,000"
"270","006026","شركة الأول للاستثمار","SAB Invest","SAB Invest Saudi Industrial Companies Equity Fund","صندوق الأول للإستثمار لأسھم الشركات الصناعیة السعودیة","أسهم الشركات الصناعية","ISF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","HSBC.png","","","2005-01-04","11.0588","SAR","0","10.17","3","",\N,\N,"97978299.4","2023-05-15","من الاثنين حتى الاربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","12.022","1",\N,"2023-05-17 04:32:18","5,000"
"271","006032","شركة الأول للاستثمار","SAB Invest","SAB Invest Saudi Construction and Cement Companies Equity Fund","صندوق الاول للاستثمار لاسهم شركات البناء والاسمنت السعوديه","أسهم البناء والأسمنت","HCC","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","HSBC.png","","","2008-05-24","10.078","SAR","0","16.05","3","",\N,\N,"50516214.24","2023-06-08","يومي","Daily","يومي","Daily","7.6581","1",\N,"2023-06-12 04:54:32","5,000"
"272","006036","شركة الأول للاستثمار","SAB Invest","SAB Invest Saudi Freestyle Equity Fund","صندوق الأول للإستثمار المرن للأسھم السعودیة","المرن للأسهم السعودية","AAE","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","HSBC.png","","","2012-01-07","10","SAR","0","11.95","3","",\N,\N,"329013050.35","2023-05-24","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","44.5344","1",\N,"2023-05-28 04:05:58","5,000"
"273","008001","شركة العربي المالية","ANB Capital","ANB Capital Saudi Equity Fund","صندوق العربي المالية للأسهم السعودية","العربي للأسهم السعودية","AA-Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","anb.jfif","مؤشر تداول لجميع الأسهم السعودية","TASI","1992-04-01","2246.5705","SAR","0","9.95","3","",\N,\N,"157588802.97","2023-05-07","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","185.3942","1",\N,"2023-05-09 04:12:58","7,500"
"274","008002","شركة العربي المالية","ANB Capital","ANB Capital Saudi Equity Fund (Shariah)","صندوق العربي المالية للأسهم السعودية (المتوافق مع الشريعة)","المبارك للأسهم السعودية","AM-Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","anb.jfif","مؤشر ستاندارد آند بورز المحلي للأسهم المتوافق مع الشريعة","S&P Saudi Shariah Domestic","1993-05-01","1813.3422","SAR","0","11.4","3","",\N,\N,"181430479.16","2023-05-07","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","199.0388","1",\N,"2023-05-09 04:12:13","7,500"
"275","008020","شركة العربي المالية","ANB Capital","ANB Capital Pure Saudi Equity Fund (Shariah)","صندوق العربي المالية للأسهم السعودية النقية (المتوافق مع الشريعة)","المبارك للأسهم السعودية النقية","AM-Pure Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","anb.jfif","مؤشر أس أند بي للشركات السعودية النقية","S&P Saudi Pure Companies","2005-10-25","10.3808","SAR","0","12.81","3","",\N,\N,"311564924.17","2023-05-07","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","17.461","1",\N,"2023-05-09 04:13:39","7,500"
"276","009006","شركة الأهلي المالية","SNB Capital","SNB Capital Al Musahem Saudi Equity Fund","صنـدوق الأهلي المساهم للأسهم السعوديـة","المساهم","Al Musahem","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","samba.jpg","مؤشر إس آند بي للأسهم السعودية","S&P Saudi Arabia Domestic price in Local Currency Index","1992-05-16","1898.8509","SAR","0","9.64","3","",\N,\N,"753378866.55","2023-06-08","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","207.084","1",\N,"2023-06-12 04:38:08","7,500"
"277","009018","شركة الأهلي المالية","SNB Capital","SNB Capital Al Raed Saudi Equity Fund","صنـدوق الأهلي الرائد للأسهم السعوديـة","الرائد","Al Raed","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","samba.jpg","مؤشر إس آند بي للأسهم السعودية المتوافقة مع الشريعة الإسلامية","S&P Saudi Arabia Shariah Domestic price in Local Currency Index","2002-12-15","1006.096","SAR","0","13.1","3","",\N,\N,"2970126574.05","2023-06-08","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","79.7519","1",\N,"2023-06-12 04:36:32","7,500"
"278","009025","شركة الأهلي المالية","SNB Capital","SNB Capital Arab Markets Equity Fund","صنـدوق الأهلي الفريـد للأسهم السعوديـة","الفريد","Al Fareed","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","samba.jpg","مؤشر إس آند بي للأسهم السعودية","S&P Saudi Arabia Domestic price in Local Currency Index","2003-12-15","1001.8756","SAR","0","8.29","3","",\N,\N,"67538428.73","2023-06-08","الإثنين و الأربعاء","Daily","الثلاثاء و الخميس","Daily","43.2717","1",\N,"2023-06-12 04:32:33","5,000"
"279","009033","شركة الأهلي المالية","SNB Capital","SNB Capital Al Ataa Saudi Equity Fund","صنـدوق الأهلي العطاء للأسهم السعوديـة","العطاء","Al Ataa","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","samba.jpg","مؤشر إس آند بي للأسهم السعودية المتوافقة مع الشريعة الاسلامية","S&P Saudi Arabia Shariah Domestic price in Local Currency Index","2011-06-04","10.0378","SAR","0","13.3","3","",\N,\N,"91454561.52","2023-06-08","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","19.2831","1",\N,"2023-06-12 04:34:59","5,000"
"280","011044","شركة الأهلي المالية","SNB Capital","SNB Capital Saudi Trading Equity Fund","صندوق الأهلي للمتاجرة بالأسهم السعودية","الأھلي للمتاجرة بالأسھم السعودية","STEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","NCB.jpg","مؤشر ستاندرد آند بورز للأسھم السعودية المتوافقة مع الشريعة (العائد الكلي)","S&P Saudi Arabia Shariah Index","1998-06-01","1.4719","SAR","0","12.3","3","",\N,\N,"1117610461.64","2023-05-21","يومي","Daily","يومي","Daily","17.0664","1",\N,"2023-05-23 04:37:02","5,000"
"281","011046","شركة الأهلي المالية","SNB Capital","SNB Capital Freestyle Saudi Equity Fund","صندوق الأهلي المرن للأسهم السعودية","المرن","AFSEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","NCB.jpg","مؤشر ستاندرد آند بورزللأسھم السعودية المتوافقة مع الشريعة (العائد الكلي).","The S&P Saudi Arabia Shariah Index","2015-06-12","1.004","SAR","33003079","14.65","3","",\N,\N,"489233771.34","2023-05-28","يومي","Daily","يومي","Daily","2.9283","1",\N,"2023-05-30 04:15:53","5,000"
"282","011082","شركة الأهلي المالية","SNB Capital","SNB Capital Fund of REITs Fund","صندوق الأهلي القابض لصناديق الاستثمار العقارية المتداولة","القابض للصناديق العقارية المتداولة","Fund of REITs Fund","2","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","NCB.jpg","NCB Capital Saudi REITs Shariah Index","NCB Capital Saudi REITs Shariah Index","2017-12-18","0.9996","SAR","4577500","-0.16","3","",\N,\N,"50032183.54","2023-06-08","يومي","Daily","يومي","Daily","1.0434","1",\N,"2023-06-12 04:39:20","10,000"
"283","011083","شركة الأهلي المالية","SNB Capital","SNB Capital Saudi Small and Mid-Cap Equity Fund","صندوق الأهلي لأسهم الشركات الصغيرة والمتوسطة","SMEF","SMEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","NCB.jpg","مؤشر ستاندارد آند بورز للشركات السعودية الصغيرة والمتوسطة (العائد الكلي)","S&P Saudi Arabia Mid-Small (TR)","2008-06-23","0.9967","SAR","0","35.13","3","",\N,\N,"201816830.35","2023-05-23","يومي","Daily","يومي","Daily","4.8813","1",\N,"2023-05-25 04:31:13","5,000"
"284","012002","الراجحي المالية","Al Rajhi Capital","Al Rajhi Saudi Equity Fund","صندوق الراجحي للأسهم السعودية","الاسهم السعودية","Saudi Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alraajihi.jpg","مؤشر ستاندرز آند بورز للأسهم السعودية المتوافقة مع الضوابط الشرعية","S & P Saudi Shariah Index","1992-08-05","268.258","SAR","0","16.58","3","",\N,\N,"779921048.22","2023-06-08","يومي","Daily","يومي","Daily","1045.7358","1",\N,"2023-06-12 04:12:09","5,000"
"285","012023","الراجحي المالية","Al Rajhi Capital","Al Rajhi Materials Sector Equity Fund","صندوق الراجحي لأسهم قطاع المواد الأساسية","المواد الأساسية","Materials Sector","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alraajihi.jpg","مؤشر ستاندرد أند بورز يتكون من جميع شركات قطاع المواد الأساسية في الأسواق السعودية&#13;المتوافقة مع الضوابط الشرعي (Al Rajhi Materials Index calculated by S&P)","S&P Saudi Shariah Composite Index Al Rajhi Materials Sector Index Calculated by S&P Custom Indices","2007-11-11","10.19","SAR","0","10.63","3","",\N,\N,"35936692.86","2023-06-06","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","17.3811","1",\N,"2023-06-08 04:11:47","10,000"
"286","012038","الراجحي المالية","Al Rajhi Capital","Al Rajhi Saudi Equity income Fund","صندوق الراجحي للأسهم السعودية للدخل","الراجحي للأسهم السعودية للدخل","Al Rajhi Saudi Equity income","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alraajihi.jpg","مؤشر ستاندرد أند بورز للأسهم السعودية ذات التوزيعات النقدية المطابق للشريعة الإسلامية","S&P Saudi Arabia Shariah Dividend Custom index","2016-01-26","10.0979","SAR","0","16.54","3","",\N,\N,"281747042.56","2023-06-04","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","22.952","1",\N,"2023-06-06 04:07:18","5,000"
"287","012044","الراجحي المالية","Al Rajhi Capital","Al Rajhi MSCI Saudi Multi Factor Index Funds","صندوق الراجحي إم إس سي أي لمؤشر الأسهم السعودية متعدد العوامل","صندوق الراجحي إم إس سي أي","Al Rajhi MSCI Index Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alraajihi.jpg","مؤشر إم إس سي أي للأسهم السعودية متعدد العوامل","MSCI Saudi IMI Domestic ex-client defined exclusion Diversified Factor Mix index. A diversified factor mix custom index calculated by MSCI based on the stock exclusions defined by ARC. It will be referred to as the (MSCI Saudi Multi-Factor Index)","2019-01-20","9.9876","SAR","0","12.82","3","",\N,\N,"51534546.11","2023-06-06","يومي","Daily","يومي","Daily","16.482","1",\N,"2023-06-08 04:13:03","2,000"
"288","012047","الراجحي المالية","Al Rajhi Capital","Al Rajhi Freestyle Saudi Equity Fund","صندوق الراجحي المرن للاسهم السعودية","المرن للاسهم السعودية","Freestyle Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alraajihi.jpg","مؤشر ستاندرز اند بورز للأسهم السعودية المتوافقة مع الضوابط الشرعية","S&P Saudi Shariah TR Index","2021-09-15","10.0229","SAR","0","21.16","3","",\N,\N,"322641362.39","2023-06-06","يومي","Daily","يومي","Daily","12.4114","1",\N,"2023-06-08 04:15:30","1,000"
"289","014001","شركة البلاد للاستثمار","ALBILAD Investment Co","Albilad Pure Saudi Equity Fund","صندوق البلاد للأسهم السعودية النقية","البلاد","Albilad","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Albilad.png","ايدال ريتنق Albilad_Capital_Saudi_pure","Albilad_Capital_Saudi_pure by IdealRating","2005-12-29","1","SAR","0","14.48","3","",\N,\N,"620008136.02","2023-06-04","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","0.9954","1",\N,"2023-06-06 04:16:01","8,000"
"290","014008","شركة البلاد للاستثمار","ALBILAD Investment Co","Albilad Saudi Equity Income Fund","صندوق البلاد للأسهم السعودية للدخل","البلاد للأسهم السعودية للدخل","Albilad Saudi Equity Income","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Albilad.png","ايدال ريتنق Albilad_Capital_Saudi_Dividend","Albilad_Capital_Saudi_Dividend by IDEAL RATING","2012-06-03","1","SAR","0","12.28","3","",\N,\N,"22361261.42","2023-04-09","الأحد والاربعاء","Sunday and Wednesday","الإثنين والخميس","Monday and Thursday","1.9672","1",\N,"2023-04-11 04:17:08","5,000"
"291","023005","عوده كابيتال","Audi Capital","Saudi Opportunities Fund","صندوق الفرص السعودية","الفرص السعودية","SOF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Audi.png","مؤشر ستاندرد أند بورز للأسهم السعودية المتوافقة مع المعايير الشرعية","S&P Saudi Equities Sharia Index","2015-06-01","10.0181","SAR","0","16.61","3","",\N,\N,"80554550","2023-06-08","يومي","Daily","يومي","Daily","16.4434","1",\N,"2023-06-12 04:13:56","10,000"
"292","024001","يقين كابيتال","Yaqeen Capital","YAQEEN Saudi Equity Fund","يقين للأسهم السعودية","الأسهم السعودية","FSEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","falcom.jpg","مؤشر فالكم للأسهم الشرعية","Falcom Shareia shares index","2007-04-22","1","SAR","0","15.61","3","",\N,\N,"170513835.24","2023-06-06","يومي","Daily","يومي","Daily","4.2745","1",\N,"2023-06-08 04:38:55","0"
"293","024006","يقين كابيتال","Yaqeen Capital","YAQEEN IPO Fund","صندوق يقين للطروحات الأولية","طروحات أولية","IPO Fund","4","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","falcom.jpg","مؤشر فالكم للطروحات الأولية","Falcom IPO index","2008-06-21","998.4245","SAR","0","15.9","3","",\N,\N,"42505646.11","2023-05-31","يومي","Daily","الثلاثاء و الخميس","Tuesday and Thursday","4776.5676","1",\N,"2023-06-04 04:04:00","0"
"294","026006","شركة الشرق الأوسط للإستثمار المالي","Middle East Financial Investment Company","MEFIC SAUDI EQUITY FREESTYLE FUND","صندوق ميفك المرن للأسهم السعودية","صندوق ميفك المرن للأسهم السعودية","MEFIC SAUDI EQUITY FREESTYLE FUND","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","MEFIC.jfif","مؤشر ستاندرد آند بورزللأسهم السعودية المتوافقة مع المعايير الشرعية","S & P Saudi Arabia Shari'ah Index","2017-12-31","99.9934","SAR","0","11.81",\N,"",\N,\N,"4651293.53","2023-06-08","يومي","Daily","الإثنين والخميس","Monday and Thursday","209.4313","1",\N,"2023-06-12 04:51:04","10,000"
"295","030003","جدوى للإستثمار","Jadwa Investment","Jadwa Saudi Equity Fund - Class B","صندوق جدوى للأسهم السعودية - الفئة ب","صندوق السعودية","Saudi Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","jadwa.jpg","مؤشر إس أند بي للأسهم السعودية الإجمالى الموافق للشريعه","S&P Saudi Sharia Domestic Index","2007-06-30","100.4803","SAR","0","20.07","3","",\N,\N,"619524563.27","2023-06-08","يومي","Daily","يومي","Daily","815.3733","1",\N,"2023-06-12 04:30:18","1,000"
"296","030016","جدوى للإستثمار","Jadwa Investment","Jadwa Saudi Equity Fund - Class A","صندوق جدوى للأسهم السعودية - الفئة أ","جدوى للأسهم السعودية - أ","JSEF-A","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","jadwa.jpg","مؤشر إس آند بي للأسهم السعودية المتوافقة مع الضوابط الشرعية (إجمالي العائد)","S&P Saudi Shariah Index (Total Return)","2016-09-26","100","SAR","0","19.04","3","",\N,\N,"435966485.98","2023-06-06","يومي","Daily","يومي","Daily","323.58","1",\N,"2023-06-08 04:14:59","10,000,000"
"297","030017","جدوى للإستثمار","Jadwa Investment","Jadwa Saudi Equity Fund - Class C","صندوق جدوى للأسهم السعودية - الفئة ج","جدوى للأسهم السعودية - ج","JSEF- C","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","jadwa.jpg","مؤشر إس آند بي للأسهم السعودية المتوافقة مع الضوابط الشرعية (إجمالي العائد)","S&P Saudi Sharia Domestic Index (TR)","2016-09-26","100","SAR","0","19.2","3","",\N,\N,"8023937.46","2023-06-06","يومي","Daily","يومي","Daily","329.9832","1",\N,"2023-06-08 04:20:42","1,000"
"298","030024","جدوى للإستثمار","Jadwa Investment","Jadwa Saudi Equity Fund - Class D","صندوق جدوى للأسهم السعودية - الفئة د","جدوى للأسهم السعودية - د","JSEF-D","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","jadwa.jpg","مؤشر إس أند بي للأسهم السعودية الإجمالى الموافق للشريعه (إجمالي العائد)","S&P Saudi Sharia Domestic Index(Total return)","2007-06-30","10","USD","0","0","3","",\N,\N,"0","2023-01-10","يومي","Daily","يومي","Daily","10","1",\N,"2023-01-12 04:17:55","50"
"299","036002","إتقان كابيتال","ITQAN CAPITAL","Itqan Capital Saudi Equity Fund","صندوق إتقان كابيتال للأسهم السعودية","صندوق إتقان للأسهم","Itqan Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","Itqan Capital.png","مؤشر الأسهم السعودية المتوافق مع الضوابط الشرعية من قبل ايديال ريتنق","The Saudi Equity Index that is compatible with Shariya regulations by Ideal Rating","2019-05-13","10.0885","SAR","100000","9.37","3","",\N,\N,"3180643","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","14.2164","1",\N,"2023-05-17 04:12:23","5,000"
"300","041001","شركة كامكو للاستثمار","Kamco Investment Company","Kamco Saudi Equity Fund Class (A)","صندوق كامكو للأسهم السعودية فئة (أ)","كامكو للأسهم السعودية فئة (أ)","KSEF - CL A","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","CAMCO.jpeg","المؤشر العام لسوق الأسهم السعودي","Tadawul All Share Index","2009-01-28","99.5307","SAR","0","8.85","3","",\N,\N,"21477493.05","2023-06-11","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","405.8073","1",\N,"2023-06-13 04:01:42","10,000"
"301","041003","شركة كامكو للاستثمار","Kamco Investment Company","Kamco Saudi Equity Fund Class (B)","صندوق كامكو للأسهم السعودية فئة (ب)","كامكو للأسهم السعودية فئة (ب)","KSEF- CL B","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","CAMCO.jpeg","المؤشر العام لسوق الأسهم السعودي","Tadawul All Share Index","2021-01-28","308.2276","SAR","0","9.4","3","",\N,\N,"913156702.94","2023-06-11","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","421.9978","1",\N,"2023-06-13 04:02:05","50,000,000"
"302","042002","شركة الوساطة المالية (وساطة كابيتال)1","Al Wasatah Al Maliah Company (Wasatah Capital)","Wasatah Saudi Equity Fund","صندوق وساطة - تم الغاء الصندوق","وساطة للاسهم السعودية","Wasatah Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","wasatah.jpg","مؤشر أيديال ريتينق للأسمم السعودية الشرعية والمقدم من شركة أيديال ريتينق","IdealRatings Saudi Shariah Index","2016-02-01","1000","SAR","0","0","3","",\N,\N,"0","2021-09-15","يومي","Daily","يومي","Daily","1","1",\N,"2022-01-03 07:05:10",\N
"303","045001","شركة الإنماء للإستثمار","Alinma Investment Company","Alinma Saudi Equity Fund","صندوق الإنماء للأسهم السعودية","صندوق الإنماء للأسهم السعودية","Alinma Saudi Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alinma.jpg","مؤشر الإنماء للأسهم السعودية المتوافق مع الضوابط الشرعية  من قبل ايديل راتنج","Alinma Saudi Islamic Index  by Ideal Ratings","2011-01-01","10","SAR","379999.98","9.26","3","",\N,\N,"45798880.15","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","29.3963","1",\N,"2023-05-17 04:41:45","5,000"
"304","045005","شركة الإنماء للإستثمار","Alinma Investment Company","Alinma IPO Fund","صندوق الإنماء للإصدارات الأولية","صندوق الإصدارات الأولية","IPO Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alinma.jpg","مؤشر الإنماء لاسهم الاصدارات الاولية السعودية المتوافق مع الضوابط الشرعية من قبل ايدال ريتنجز","IdealRatings","2015-05-18","10","SAR","0","13.44","3","",\N,\N,"168268604.47","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","15.4217","1",\N,"2023-05-17 04:17:15","5,000"
"305","046786","مورغان ستانلي السعودية","Morgan Stanley Saudi Arabia","Morgan Stanley Saudi Equity Fund","صندوق مورغان ستانلي للأسهم السعودية","صندوق مورغان ستانلي للأسهم السعودية","MS Saudi Equity Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","morgan.png","مؤشر السوق الرئيسية (تاسي)","Tadawul All Share Index (TASI)","2009-01-06","100","SAR","0","14.3947","3","",\N,\N,"59608451.61","2023-05-28","الأحد والثلاثاء","Sunday and Tuesday","الإثنين و الأربعاء","Monday and Wednesday","770.9954","1",\N,"2023-05-30 04:19:08","50,000"
"306","049001","شركة ثروات للأوراق المالية","Tharwat for Financial Securities","Tharwat Saudi Equity Fund","صندوق ثروات للأسهم السعودية","ثروات للأسهم السعودية","Tharwat Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","Tharwat capital.jpg","","","2016-01-10","9.9361","SAR","0","7.07","3","",\N,\N,"2115493.32","2023-05-15","الإثنين و الأربعاء","Monday and Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","10.3009","1",\N,"2023-05-17 04:45:39","10,000"
"307","056001","الخير كابيتال السعودية","Al-Khair Capital Saudi Arabia","Alkhair Capital Saudi Equity Fund","صندوق الخير كابيتال للأسهم السعودية","الخير للأسهم السعودية","Alkhair Saudi Equity","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","alkhabir.png","ستاندرز آند بورز السعودية","S&P Saudi Arabia Shariah Index","2013-09-24","9.9833","SAR","0","15","3","",\N,\N,"7250581.41","2023-06-05","الإثنين و الأربعاء","Monday and Wednesday","الإثنين و الأربعاء","Monday and Wednesday","16.4651","1",\N,"2023-06-07 04:14:39","10,000"
"308","101001","شركة أصول و بخيت الاستثمارية","Osool and Bakheet Investment Company","Osool and Bakheet Saudi Trading Equity Fund","صندوق أصول وبخيت للمتاجرة بالاسهم السعودية","اصول وبخيت الشرعي","OBIC-STEF","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","OSOOL&BAKHEET.jpg","مؤشر ستاندرد أند بورز لأسهم الشركات المتوافقة مع الضوابط الشرعية","Standard and Poor Saudi Arabia Shariah Index","2007-05-06","1.0003","SAR","0","15.88","3","",\N,\N,"18855029.61","2023-06-06","يومي","Daily","يومي","Daily","3.9345","1",\N,"2023-06-08 04:34:25","10,000"
"309","101002","شركة أصول و بخيت الاستثمارية","Osool and Bakheet Investment Company","Osool and Bakheet IPO Fund","صندوق أصول و بخيت للإصدارات الأولية","اصول وبخيت إصدارات أولية","OBIC - IPO","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"0","OSOOL&BAKHEET.jpg","مؤشر أصول و بخيت لأسهم الإصدارات الأولية","Osool and Bakheet Saudi IPO Index","2008-03-15","1","SAR","0","23.68","3","",\N,\N,"35615249.58","2023-06-08","يومي","Daily","يومي","Daily","3.0349","1",\N,"2023-06-12 04:03:23","10,000"
"310","101004","شركة أصول و بخيت الاستثمارية","Osool and Bakheet Investment Company","Osool & Bakheet IPO Trading Fund Sharia Compliant","أصول وبخيت للمتاجرةبأسهم الاصدارات الأوليةالمتوافقةمع الضوابط الشرعية","صندوق الاصدارات الأولية الشرعية","OBIC Trading Fund Sharia Compliant","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","OSOOL&BAKHEET.jpg","مؤشر أصول وبخيت للمتاجرة بأسهم الاصدارات الأولية المتوافقة مع الضوابط الشرعية","OBIC IPO Trading Sharia Compliant Index","2015-12-16","0.9997","SAR","0","24.68","3","",\N,\N,"2037526.77","2023-06-08","يومي","Daily","يومي","Daily","1.6458","1",\N,"2023-06-12 04:04:59","10,000"
"311","101005","شركة أصول و بخيت الاستثمارية","Osool and Bakheet Investment Company","Osool & Bakheet Parallel Market Equity Trading Fund","صندوق أصول وبخيت للمتاجرة بأسهم السوق الموازية","صندوق أصول وبخيت للسوق الموازية","OBIC Parallel Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","OSOOL&BAKHEET.jpg","مؤشر السوق الموازية - نمو","Parallel Market - Nomu index","2017-04-05","1","SAR","0","10.51","3","",\N,\N,"19917390.38","2023-05-11","الخميس","Thursday","الأحد","Sunday","3.8001","1",\N,"2023-05-15 04:27:47","10,000"
"312","102004","شركة كسب المالية","KSB Capital Company","KASB IPO FUND","صندوق كسب للطروحات الأولية","المكتتب","ALMUKTATB","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","KASB.jpg","11.05","11.05","2008-06-25","10","SAR","0","11.777","3","",\N,\N,"9123468.77","2023-06-05","من الاثنين حتى الاربعاء","Monday to Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","54.9951","1",\N,"2023-06-07 04:19:00","1,000"
"313","102009","شركة كسب المالية","KSB Capital Company","KSB Dividend Fund","صندوق كسب للتوزيعات","صندوق كسب للتوزيعات","KSB Dividend Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","KASB.jpg","7.58","7.58","2014-02-20","9.9983","SAR","0","9.711","3","",\N,\N,"8633020.33","2023-06-06","الأحد والثلاثاء","Sunday and Tuesday","من الاثنين حتى الاربعاء","Monday to Wednesday","10.308","1",\N,"2023-06-08 04:48:08","5,000"
"314","102010","شركة كسب المالية","KSB Capital Company","KASB Freestyle Saudi Equity Fund","صندوق كسب المرن للأسهم السعودية","صندوق كسب المرن","KASB Freestyle Fund","1","صناديق الأسهم - محلية","Equity Funds - Local",\N,\N,"1","KASB.jpg","13.19","13.19","2015-11-16","9.9744","SAR","0","11.009","3","",\N,\N,"30572112.83","2023-05-15","من الاثنين حتى الاربعاء","Monday to Wednesday","الثلاثاء و الخميس","Tuesday and Thursday","18.0083","1",\N,"2023-05-17 04:50:26","1,000"
